Q2	2	37	3112
Q2	3	110	4546
Q2	4	221	6206
Q2	5	382	7470
Q2	6	554	9155
Q2	7	727	10651
Q2	8	929	12368
Q2	9	1277	13761
Q2	10	1491	15394
Q2	11	1849	16984
Q2	12	2166	18373
Q2	13	2449	19955
Q2	14	2797	21957
Q2	15	3259	23241
Q2	16	3728	24846
Q2	17	4192	26439
Q2	18	4694	27744
Q2	19	5092	29454
Q2	20	5741	31123
Q2	21	6188	32533
Q2	22	6801	34067
Q2	23	7289	35757
Q2	24	7581	37447
Q2	25	8312	39668
Q2	26	9205	40351
Q2	27	9637	42062
Q2	28	10323	43649
Q2	29	11011	45366
Q2	30	11417	46831
Q2	31	12322	48457
Q2	32	13223	50193
Q2	33	13842	51553
Q2	34	14737	53084
Q2	35	15023	55056
Q2	36	16009	56392
Q2	37	17102	58087
Q2	38	17558	59759
Q2	39	18285	61117
Q2	40	19244	62930
Q2	41	20035	64380
Q2	42	20876	65939
Q2	43	21914	67475
Q2	44	22385	69021
Q2	45	23549	70616
Q2	46	24185	72285
Q2	47	24982	73981
Q2	48	26187	75527
Q2	49	27068	77379
Q2	50	27749	78600
Q2	51	28832	80496
Q2	52	29952	82389
Q2	53	30479	83588
Q2	54	31675	85459
Q2	55	33293	86853
Q2	56	34079	88574
Q2	57	34650	90483
Q2	58	35669	92008
Q2	59	36758	92928
Q2	60	37704	94913
Q2	61	39037	96127
Q2	62	40110	98124
Q2	63	40527	99281
Q2	64	41721	101270
Q2	65	42987	102832
Q2	66	44079	104629
Q2	67	45103	106128
Q2	68	46139	107656
Q2	69	47378	108914
Q2	70	48221	110673
Q2	71	49654	112144
Q2	72	51049	113899
Q2	73	51836	115260
Q2	74	52730	117522
Q2	75	54253	118489
Q2	76	55499	120180
Q2	77	56227	122008
Q2	78	57744	123374
Q2	79	58948	124862
Q3(a)	2	47	3146
Q3(a)	3	99	4533
Q3(a)	4	210	6198
Q3(a)	5	347	7489
Q3(a)	6	508	9104
Q3(a)	7	745	10491
Q3(a)	8	970	12325
Q3(a)	9	1253	13935
Q3(a)	10	1495	15238
Q3(a)	11	1841	16959
Q3(a)	12	2213	18789
Q3(a)	13	2565	20161
Q3(a)	14	2828	21921
Q3(a)	15	3206	23097
Q3(a)	16	3596	24759
Q3(a)	17	3990	26190
Q3(a)	18	4378	27776
Q3(a)	19	5121	29113
Q3(a)	20	5661	31108
Q3(a)	21	5989	32783
Q3(a)	22	6548	34262
Q3(a)	23	7030	35902
Q3(a)	24	7534	37470
Q3(a)	25	7960	38920
Q3(a)	26	8895	40426
Q3(a)	27	9059	42417
Q3(a)	28	9808	43622
Q3(a)	29	10726	45205
Q3(a)	30	11015	46752
Q3(a)	31	11979	48456
Q3(a)	32	12461	49986
Q3(a)	33	12820	51476
Q3(a)	34	13936	52981
Q3(a)	35	14291	54792
Q3(a)	36	15386	56288
Q3(a)	37	15865	57983
Q3(a)	38	16867	59526
Q3(a)	39	17892	61220
Q3(a)	40	18296	62944
Q3(a)	41	18548	64532
Q3(a)	42	19527	66063
Q3(a)	43	20556	67592
Q3(a)	44	21123	69196
Q3(a)	45	22172	70716
Q3(a)	46	22860	72940
Q3(a)	47	23797	74033
Q3(a)	48	25196	75636
Q3(a)	49	25741	77303
Q3(a)	50	26705	78961
Q3(a)	51	27506	80374
Q3(a)	52	28757	82017
Q3(a)	53	29387	83590
Q3(a)	54	30623	85204
Q3(a)	55	31667	86818
Q3(a)	56	32879	88401
Q3(a)	57	33800	90034
Q3(a)	58	34652	91712
Q3(a)	59	35570	93046
Q3(a)	60	36683	94916
Q3(a)	61	37425	96748
Q3(a)	62	38523	98013
Q3(a)	63	39848	99567
Q3(a)	64	40739	101194
Q3(a)	65	41896	102772
Q3(a)	66	42579	104378
Q3(a)	67	43803	106027
Q3(a)	68	44542	107582
Q3(a)	69	45766	109201
Q3(a)	70	46469	110799
Q3(a)	71	47956	112429
Q3(a)	72	48740	114124
Q3(a)	73	50174	115654
Q3(a)	74	50658	117241
Q3(a)	75	52089	118936
Q3(a)	76	53135	120547
Q3(a)	77	53905	122032
Q3(a)	78	55205	123630
Q3(a)	79	56519	125303
Q3(b)	2	38	3075
Q3(b)	3	121	4557
Q3(b)	4	224	6151
Q3(b)	5	388	7705
