Q2	2	24	2959
Q2	3	78	4374
Q2	4	168	5713
Q2	5	267	7167
Q2	6	464	8704
Q2	7	652	10270
Q2	8	907	11827
Q2	9	1071	13404
Q2	10	1374	14925
Q2	11	1629	16741
Q2	12	2001	18539
Q2	13	2218	20231
Q2	14	2653	21831
Q2	15	3088	23398
Q2	16	3395	25199
Q2	17	3846	26765
Q2	18	4333	28350
Q2	19	4866	29739
Q2	20	5566	31282
Q2	21	5927	32961
Q2	22	6310	34607
Q2	23	6883	36304
Q2	24	7683	37868
Q2	25	8025	39441
Q2	26	9154	41349
Q2	27	9555	42369
Q2	28	9941	44360
Q2	29	10624	45783
Q2	30	11214	47419
Q2	31	11956	48873
Q2	32	12819	50563
Q2	33	13437	52080
Q2	34	14333	53536
Q2	35	15040	55333
Q2	36	16215	57134
Q2	37	16686	58534
Q2	38	17534	60206
Q2	39	18417	61843
Q2	40	18974	63432
Q2	41	19847	65071
Q2	42	21012	66704
Q2	43	21656	68110
Q2	44	22448	69763
Q2	45	23480	71305
Q2	46	23998	72971
Q2	47	24923	74545
Q2	48	26033	76269
Q2	49	27169	77800
Q2	50	27748	79438
Q2	51	28956	81061
Q2	52	30023	82450
Q2	53	30303	84212
Q2	54	31699	85890
Q2	55	32856	87433
Q2	56	33403	89045
Q2	57	34767	90621
Q2	58	35829	92248
Q2	59	36730	93857
Q2	60	38590	95572
Q2	61	38844	97047
Q2	62	39661	98705
Q2	63	40787	100219
Q2	64	41735	101823
Q2	65	42927	103395
Q2	66	44042	105061
Q2	67	44896	106523
Q2	68	46012	108177
Q2	69	47310	109808
Q2	70	48422	111476
Q2	71	49531	113018
Q2	72	50724	114579
Q2	73	51629	116231
Q2	74	53615	117882
Q2	75	54061	119437
Q2	76	55262	121039
Q2	77	56218	122688
Q2	78	57535	124221
Q2	79	58869	125857
Q3(a)	2	25	3013
Q3(a)	3	93	4373
Q3(a)	4	170	5561
Q3(a)	5	260	7121
Q3(a)	6	487	8662
Q3(a)	7	627	10243
Q3(a)	8	834	11724
Q3(a)	9	1077	13490
Q3(a)	10	1300	15028
Q3(a)	11	1557	16852
Q3(a)	12	1930	18564
Q3(a)	13	2370	20208
Q3(a)	14	2573	21934
Q3(a)	15	2931	23362
Q3(a)	16	3398	25021
Q3(a)	17	3701	26558
Q3(a)	18	4267	28245
Q3(a)	19	4874	29733
Q3(a)	20	4952	31412
Q3(a)	21	5630	32789
Q3(a)	22	6145	34540
Q3(a)	23	6635	36033
Q3(a)	24	7240	37692
Q3(a)	25	7564	39374
Q3(a)	26	8546	40577
Q3(a)	27	9295	42544
Q3(a)	28	9648	44212
Q3(a)	29	10396	45704
Q3(a)	30	10705	47531
Q3(a)	31	11502	48909
Q3(a)	32	12220	50593
Q3(a)	33	12682	52485
Q3(a)	34	13391	54018
Q3(a)	35	14133	55703
Q3(a)	36	15096	57262
Q3(a)	37	15660	58917
Q3(a)	38	16430	60467
Q3(a)	39	17406	62035
Q3(a)	40	18323	63701
Q3(a)	41	18847	65191
Q3(a)	42	19744	66891
Q3(a)	43	20911	68429
Q3(a)	44	21516	70108
Q3(a)	45	22261	71724
Q3(a)	46	23244	73296
Q3(a)	47	24144	74975
Q3(a)	48	24964	76468
Q3(a)	49	26204	78159
Q3(a)	50	26619	79625
Q3(a)	51	27717	81280
Q3(a)	52	28694	82858
Q3(a)	53	29292	84496
Q3(a)	54	30272	86078
Q3(a)	55	31355	87710
Q3(a)	56	32159	89236
Q3(a)	57	33119	90887
Q3(a)	58	33903	92477
Q3(a)	59	34553	93499
Q3(a)	60	36055	95573
Q3(a)	61	36720	97137
Q3(a)	62	37546	98901
Q3(a)	63	38377	100052
Q3(a)	64	39590	101387
Q3(a)	65	40136	102790
Q3(a)	66	40704	104362
Q3(a)	67	41565	105917
Q3(a)	68	42554	107587
Q3(a)	69	43445	109229
Q3(a)	70	44490	110786
Q3(a)	71	45346	112393
Q3(a)	72	46323	113969
Q3(a)	73	47164	115591
Q3(a)	74	48375	117184
Q3(a)	75	49121	118839
Q3(a)	76	50207	120434
Q3(a)	77	51169	122038
Q3(a)	78	52337	123866
Q3(a)	79	53288	125361
Q3(b)	2	32	3127
