Q2	2	26	2959
Q2	3	87	4302
Q2	4	171	5531
Q2	5	322	7348
Q2	6	501	8979
Q2	7	689	10565
Q2	8	947	12629
Q2	9	1236	14229
Q2	10	1436	15815
Q2	11	1771	17455
Q2	12	2091	19035
Q2	13	2416	20554
Q2	14	2832	22090
Q2	15	3157	23721
Q2	16	3661	25277
Q2	17	4108	26982
Q2	18	4477	28614
Q2	19	5070	30104
Q2	20	5682	31714
Q2	21	6120	33319
Q2	22	6559	34870
Q2	23	7333	36612
Q2	24	7870	38107
Q2	25	8474	39750
Q2	26	9132	41144
Q2	27	9610	42809
Q2	28	10480	44490
Q2	29	11219	46159
Q2	30	11709	47646
Q2	31	12445	49238
Q2	32	13177	50831
Q2	33	13944	52523
Q2	34	14480	54113
Q2	35	15360	55661
Q2	36	16222	57339
Q2	37	16933	58953
Q2	38	18226	60618
Q2	39	18624	62110
Q2	40	19465	63715
Q2	41	20240	65337
Q2	42	21165	66947
Q2	43	22674	68539
Q2	44	22922	70114
Q2	45	23567	71688
Q2	46	24745	73332
Q2	47	25372	74832
Q2	48	26575	76505
Q2	49	27451	78087
Q2	50	28924	79288
Q2	51	29432	80726
Q2	52	30261	82316
Q2	53	31558	83919
Q2	54	32765	85792
Q2	55	33847	87317
Q2	56	34759	88762
Q2	57	35382	90914
Q2	58	35886	92470
Q2	59	36975	94042
Q2	60	37789	95621
Q2	61	38472	97158
Q2	62	39419	98821
Q2	63	40445	100327
Q2	64	41812	101888
Q2	65	43041	103616
Q2	66	44485	105239
Q2	67	45611	106785
Q2	68	46784	108430
Q2	69	48554	110091
Q2	70	48336	111572
Q2	71	49833	113240
Q2	72	51285	114804
Q2	73	52590	116474
Q2	74	53245	117957
Q2	75	54273	119614
Q2	76	55971	121177
Q2	77	56683	122797
Q2	78	57668	124366
Q2	79	59196	125969
Q3(a)	2	37	3149
Q3(a)	3	88	4685
Q3(a)	4	190	6277
Q3(a)	5	367	7819
Q3(a)	6	529	9400
Q3(a)	7	668	10827
Q3(a)	8	921	12521
Q3(a)	9	1188	14092
Q3(a)	10	1438	15766
Q3(a)	11	1859	17329
Q3(a)	12	2079	18861
Q3(a)	13	2488	20586
Q3(a)	14	2911	22126
Q3(a)	15	3124	23652
Q3(a)	16	3656	25282
Q3(a)	17	3895	26915
Q3(a)	18	4493	28445
Q3(a)	19	4791	29959
Q3(a)	20	5622	31555
Q3(a)	21	5698	33220
Q3(a)	22	6590	34795
Q3(a)	23	6752	36286
Q3(a)	24	7749	37872
Q3(a)	25	8519	39752
Q3(a)	26	8485	41388
Q3(a)	27	9142	42612
Q3(a)	28	9839	44592
Q3(a)	29	10204	45812
Q3(a)	30	11220	47809
Q3(a)	31	11585	49372
Q3(a)	32	11761	50792
Q3(a)	33	12883	52353
Q3(a)	34	13334	54118
Q3(a)	35	13879	55428
Q3(a)	36	14880	57321
Q3(a)	37	15532	58852
Q3(a)	38	16282	60480
Q3(a)	39	16852	61904
Q3(a)	40	17563	63694
Q3(a)	41	18739	65375
Q3(a)	42	19372	66977
Q3(a)	43	20205	68505
